cust_id;age;gender;city;loyalty_segment;preferred_channel;registration_date
1324;25;FEMALE;Sharjah;Silver;Store;23/11/2021
1325;50;MALE;Dubai;Silver;Website;27/01/2024
1326;35;MALE;Sharjah;Silver;Noon;03/06/2024
1327;35;MALE;Dubai;Gold;Store;24/10/2025
1328;25;FEMALE;Abu Dhabi;Silver;Website;16/04/2023
1329;40;MALE;Dubai;Silver;Website;04/05/2022
1330;55;MALE;Abu Dhabi;Gold;Website;23/04/2022
1331;40;MALE;Abu Dhabi;Silver;Website;12/09/2023
1332;18;FEMALE;Dubai;Silver;Website;19/09/2024
1333;35;MALE;Sharjah;Gold;Store;03/03/2023
1334;18;FEMALE;Dubai;Silver;Amazon.Ae;28/04/2025
1335;25;MALE;Abu Dhabi;Gold;Mobileapp;27/05/2022
1336;18;FEMALE;Sharjah;Gold;Store;10/10/2023
1337;35;FEMALE;Sharjah;Silver;Store;17/01/2022
1338;35;MALE;Sharjah;Platinum;Mobileapp;17/12/2024
1339;20;MALE;Dubai;Silver;Noon;03/10/2024
1340;25;MALE;Dubai;Platinum;Noon;22/03/2024
1341;30;MALE;Dubai;Silver;Amazon.Ae;28/03/2022
1342;25;MALE;Abu Dhabi;Silver;Store;06/08/2024
1343;20;FEMALE;Abu Dhabi;Silver;Amazon.Ae;26/10/2025
1344;25;MALE;Dubai;Silver;Amazon.Ae;17/02/2024
1345;40;FEMALE;Abu Dhabi;Gold;Store;02/08/2021
1346;18;MALE;Dubai;Gold;Store;19/07/2022
1347;18;FEMALE;Dubai;Gold;Website;02/01/2023
1348;25;MALE;Abu Dhabi;Silver;Website;15/03/2022
1349;50;MALE;Dubai;Silver;Store;25/01/2023
1350;35;MALE;Sharjah;Gold;Store;08/05/2025
1351;35;MALE;Dubai;Silver;Store;21/09/2022
1352;25;MALE;Abu Dhabi;Gold;Store;22/06/2023
1353;30;FEMALE;Dubai;Gold;Store;10/01/2025
1354;18;FEMALE;Dubai;Silver;Mobileapp;02/12/2023
1355;35;MALE;Abu Dhabi;Gold;Store;30/01/2022
1356;50;MALE;Sharjah;Gold;Amazon.Ae;04/09/2021
1357;35;MALE;Dubai;Gold;Amazon.Ae;24/06/2023
1358;45;MALE;Dubai;Silver;Amazon.Ae;07/08/2024
1359;35;MALE;Abu Dhabi;Silver;Mobileapp;05/09/2021
1360;20;FEMALE;Dubai;Silver;Store;25/06/2025
1361;50;FEMALE;Sharjah;Silver;Store;22/08/2022
1362;18;FEMALE;Abu Dhabi;Silver;Store;15/05/2023
1363;30;MALE;Dubai;Gold;Noon;12/01/2025
1364;20;FEMALE;Dubai;Gold;Store;25/03/2021
1365;18;FEMALE;Abu Dhabi;Silver;Website;12/02/2023
1366;25;MALE;Dubai;Silver;Mobileapp;29/05/2024
1367;25;MALE;Abu Dhabi;Platinum;Amazon.Ae;17/08/2025
1368;30;FEMALE;Dubai;Silver;Mobileapp;20/02/2021
1369;30;MALE;Abu Dhabi;Gold;Website;04/07/2022
1370;18;MALE;Dubai;Platinum;Website;10/02/2023
1371;20;MALE;Sharjah;Gold;Website;08/09/2023
1372;30;FEMALE;Dubai;Platinum;Store;25/04/2024
1373;25;MALE;Dubai;Gold;Amazon.Ae;29/03/2025
1374;35;FEMALE;Sharjah;Silver;Website;31/05/2024
1375;35;FEMALE;Dubai;Silver;Store;10/04/2022
1376;40;FEMALE;Dubai;Silver;Amazon.Ae;23/02/2022
1377;35;MALE;Dubai;Silver;Website;28/03/2021
1378;25;FEMALE;Dubai;Gold;Amazon.Ae;16/09/2021
1379;35;MALE;Sharjah;Silver;Amazon.Ae;19/04/2024
1380;25;MALE;Abu Dhabi;Gold;Mobileapp;07/11/2021
1381;25;MALE;Dubai;Silver;Store;22/06/2021
1382;40;MALE;Abu Dhabi;Silver;Store;07/09/2024
1383;25;FEMALE;Abu Dhabi;Platinum;Amazon.Ae;27/09/2025
1384;40;MALE;Sharjah;Silver;Amazon.Ae;25/09/2024
1385;40;MALE;Dubai;Gold;Website;28/02/2025
1386;45;MALE;Abu Dhabi;Gold;Store;22/06/2024
1387;50;FEMALE;Abu Dhabi;Silver;Store;29/07/2023
1388;25;FEMALE;Dubai;Silver;Noon;20/05/2022
1389;25;FEMALE;Dubai;Silver;Store;25/11/2021
1390;30;MALE;Dubai;Gold;Store;15/07/2021
1391;25;MALE;Abu Dhabi;Gold;Website;03/03/2021
1392;35;FEMALE;Dubai;Silver;Store;15/11/2023
1393;35;MALE;Sharjah;Gold;Amazon.Ae;07/05/2025
1394;35;MALE;Dubai;Silver;Store;16/07/2022
1395;25;FEMALE;Abu Dhabi;Gold;Store;02/11/2024
1396;20;MALE;Sharjah;Gold;Website;16/06/2023
1397;25;FEMALE;Abu Dhabi;Gold;Website;11/08/2024
1398;20;MALE;Sharjah;Gold;Store;12/12/2023
1399;45;MALE;Sharjah;Silver;Website;24/04/2023
1400;25;MALE;Dubai;Platinum;Store;09/02/2021
1401;20;MALE;Abu Dhabi;Silver;Amazon.Ae;15/05/2025
1402;18;FEMALE;Dubai;Gold;Store;29/12/2022
1403;35;FEMALE;Abu Dhabi;Silver;Noon;02/04/2022
1404;35;MALE;Dubai;Platinum;Website;28/05/2023
1405;25;MALE;Abu Dhabi;Gold;Store;29/09/2025
1406;18;FEMALE;Abu Dhabi;Gold;Store;27/02/2023
1407;25;FEMALE;Dubai;Silver;Website;02/01/2021
1408;25;MALE;Dubai;Gold;Store;01/02/2025
1409;35;MALE;Sharjah;Gold;Store;04/02/2024
1410;35;MALE;Dubai;Gold;Store;04/08/2021
1411;25;FEMALE;Dubai;Silver;Website;16/02/2023
1412;20;FEMALE;Dubai;Silver;Website;10/11/2022
1413;60;MALE;Sharjah;Silver;Store;18/02/2022
1414;30;FEMALE;Sharjah;Silver;Website;29/07/2021
1415;35;MALE;Abu Dhabi;Silver;Mobileapp;18/12/2023
1416;20;MALE;Sharjah;Silver;Store;12/02/2021
1417;30;MALE;Dubai;Silver;Amazon.Ae;18/05/2021
1418;18;FEMALE;Sharjah;Silver;Website;03/07/2025
1419;30;MALE;Dubai;Silver;Noon;21/02/2025
1420;55;MALE;Dubai;Platinum;Store;03/05/2025
1421;25;MALE;Dubai;Silver;Noon;30/09/2022
1422;18;MALE;Abu Dhabi;Silver;Website;14/04/2022
1423;18;MALE;Abu Dhabi;Silver;Website;27/12/2022
1424;25;FEMALE;Dubai;Gold;Website;22/07/2025
1425;20;MALE;Sharjah;Platinum;Store;13/11/2024
1426;18;FEMALE;Dubai;Silver;Amazon.Ae;06/05/2024
1427;40;MALE;Dubai;Silver;Website;21/07/2021
1428;30;MALE;Dubai;Platinum;Store;11/07/2021
1429;25;MALE;Abu Dhabi;Silver;Store;17/04/2021
1430;50;MALE;Sharjah;Silver;Store;26/09/2025
1431;20;MALE;Dubai;Silver;Website;23/11/2021
1432;55;MALE;Abu Dhabi;Silver;Website;20/01/2023
1433;25;FEMALE;Dubai;Platinum;Website;06/10/2022
1434;45;FEMALE;Abu Dhabi;Silver;Store;23/12/2021
1435;35;MALE;Sharjah;Platinum;Website;18/08/2022
1436;40;MALE;Dubai;Platinum;Website;16/05/2022
1437;60;MALE;Sharjah;Silver;Store;31/07/2024
1438;25;MALE;Abu Dhabi;Silver;Store;13/04/2022
1439;55;MALE;Dubai;Silver;Store;23/05/2022
1440;25;FEMALE;Sharjah;Silver;Amazon.Ae;24/10/2025
1441;25;MALE;Dubai;Silver;Mobileapp;16/04/2021
1442;25;MALE;Dubai;Gold;Noon;10/08/2024
1443;30;MALE;Dubai;Silver;Store;26/12/2023
1444;20;MALE;Dubai;Platinum;Amazon.Ae;14/07/2021
1445;30;FEMALE;Sharjah;Silver;Website;26/04/2024
1446;30;MALE;Abu Dhabi;Gold;Website;16/02/2021
1447;40;MALE;Sharjah;Gold;Store;17/10/2024
1448;40;FEMALE;Dubai;Silver;Mobileapp;06/10/2023
1449;25;MALE;Dubai;Silver;Amazon.Ae;21/06/2022
1450;25;FEMALE;Dubai;Silver;Store;21/05/2025
1451;25;FEMALE;Abu Dhabi;Silver;Store;19/02/2025
1452;20;MALE;Sharjah;Silver;Website;27/04/2023
1453;18;FEMALE;Abu Dhabi;Silver;Noon;22/05/2025
1454;25;MALE;Dubai;Silver;Mobileapp;10/12/2022
1455;25;MALE;Sharjah;Platinum;Store;23/06/2024
1456;55;MALE;Abu Dhabi;Silver;Store;19/03/2023
1457;30;MALE;Dubai;Silver;Store;04/09/2022
1458;25;FEMALE;Sharjah;Silver;Amazon.Ae;16/04/2024
1459;30;FEMALE;Dubai;Silver;Mobileapp;25/04/2021
1460;20;FEMALE;Dubai;Silver;Website;11/11/2022
1461;25;FEMALE;Dubai;Platinum;Store;23/09/2022
1462;35;MALE;Dubai;Silver;Amazon.Ae;03/04/2024
1463;30;MALE;Dubai;Silver;Website;07/08/2021
1464;25;MALE;Dubai;Silver;Noon;16/07/2021
1465;60;MALE;Dubai;Silver;Website;05/02/2022
1466;45;MALE;Abu Dhabi;Silver;Mobileapp;19/01/2023
1467;35;FEMALE;Sharjah;Gold;Mobileapp;12/11/2022
1468;30;MALE;Abu Dhabi;Silver;Store;17/03/2021
1469;35;MALE;Dubai;Silver;Noon;20/12/2024
1470;20;MALE;Dubai;Gold;Store;14/10/2021
1471;25;FEMALE;Dubai;Silver;Mobileapp;18/04/2025
1472;18;FEMALE;Dubai;Silver;Noon;15/08/2024
1473;30;FEMALE;Abu Dhabi;Platinum;Store;11/05/2023
1474;30;MALE;Abu Dhabi;Silver;Website;12/01/2023
1475;20;FEMALE;Abu Dhabi;Gold;Website;27/09/2025
1476;55;MALE;Abu Dhabi;Silver;Mobileapp;21/10/2021
1477;50;FEMALE;Dubai;Silver;Amazon.Ae;20/03/2023
1478;35;MALE;Dubai;Silver;Website;05/06/2023
1479;30;MALE;Abu Dhabi;Silver;Mobileapp;10/01/2025
1480;45;MALE;Dubai;Silver;Store;18/02/2022
1481;20;FEMALE;Dubai;Silver;Store;07/03/2022
1482;40;MALE;Dubai;Gold;Store;07/06/2024
1483;20;FEMALE;Dubai;Gold;Website;25/01/2024
1484;40;MALE;Dubai;Silver;Store;02/01/2025
1485;25;MALE;Sharjah;Silver;Website;20/06/2021
1486;45;MALE;Sharjah;Gold;Store;02/09/2024
1487;50;MALE;Dubai;Gold;Mobileapp;28/06/2022
1488;20;MALE;Dubai;Silver;Store;23/02/2025
1489;30;MALE;Abu Dhabi;Gold;Website;12/11/2024
1490;60;FEMALE;Dubai;Silver;Website;16/09/2023
1491;30;MALE;Dubai;Silver;Amazon.Ae;30/04/2025
1492;45;FEMALE;Dubai;Silver;Mobileapp;13/03/2021
1493;30;FEMALE;Dubai;Gold;Mobileapp;20/10/2023
1494;25;FEMALE;Abu Dhabi;Platinum;Amazon.Ae;16/06/2022
1495;25;MALE;Sharjah;Platinum;Website;27/08/2021
1496;20;MALE;Dubai;Silver;Store;12/12/2022
1497;40;MALE;Dubai;Platinum;Amazon.Ae;31/07/2022
1498;25;FEMALE;Dubai;Silver;Mobileapp;20/09/2025
1499;30;FEMALE;Dubai;Silver;Store;18/01/2024
1500;30;MALE;Sharjah;Silver;Mobileapp;14/12/2022
1501;30;MALE;Abu Dhabi;Silver;Amazon.Ae;08/04/2025
1502;45;FEMALE;Abu Dhabi;Gold;Noon;04/10/2022
1503;60;MALE;Abu Dhabi;Silver;Noon;23/03/2024
1504;25;FEMALE;Sharjah;Platinum;Store;13/08/2022
1505;40;MALE;Sharjah;Silver;Store;09/07/2021
1506;40;FEMALE;Dubai;Silver;Store;23/03/2023
1507;30;MALE;Dubai;Platinum;Store;09/12/2024
1508;55;MALE;Abu Dhabi;Silver;Amazon.Ae;23/03/2024
1509;20;FEMALE;Dubai;Gold;Store;12/10/2023
1510;20;FEMALE;Sharjah;Gold;Website;17/09/2022
1511;45;MALE;Abu Dhabi;Silver;Website;24/09/2024
1512;25;MALE;Sharjah;Gold;Mobileapp;21/09/2022
1513;40;FEMALE;Dubai;Silver;Store;21/03/2025
1514;45;FEMALE;Sharjah;Gold;Store;08/06/2023
1515;18;FEMALE;Dubai;Silver;Store;25/11/2023
1516;45;FEMALE;Sharjah;Silver;Store;23/02/2023
1517;25;MALE;Dubai;Silver;Noon;02/11/2022
1518;30;MALE;Abu Dhabi;Silver;Mobileapp;23/12/2022
1519;35;FEMALE;Abu Dhabi;Gold;Website;10/06/2022
1520;50;FEMALE;Dubai;Platinum;Amazon.Ae;21/06/2022
1521;18;MALE;Dubai;Gold;Store;27/04/2023
1522;30;MALE;Sharjah;Silver;Mobileapp;26/05/2024
1523;35;FEMALE;Dubai;Platinum;Store;01/07/2024
1524;35;MALE;Abu Dhabi;Silver;Mobileapp;23/09/2023
1525;35;MALE;Dubai;Silver;Website;11/05/2024
1526;20;MALE;Sharjah;Silver;Store;30/01/2024
1527;25;FEMALE;Abu Dhabi;Silver;Store;16/10/2024
1528;25;FEMALE;Dubai;Gold;Store;01/10/2025
1529;40;MALE;Dubai;Silver;Mobileapp;03/07/2023
1530;25;FEMALE;Abu Dhabi;Silver;Store;27/06/2021
1531;20;FEMALE;Dubai;Gold;Website;03/10/2021
1532;55;MALE;Dubai;Platinum;Mobileapp;08/11/2021
1533;18;FEMALE;Abu Dhabi;Gold;Website;24/07/2025
1534;60;MALE;Dubai;Silver;Mobileapp;04/12/2024
1535;35;MALE;Dubai;Gold;Store;02/03/2023
1536;40;MALE;Abu Dhabi;Silver;Website;04/08/2024
1537;25;MALE;Dubai;Silver;Amazon.Ae;04/08/2025
1538;18;MALE;Dubai;Platinum;Website;29/03/2025
1539;35;FEMALE;Dubai;Platinum;Website;25/11/2024
1540;40;FEMALE;Abu Dhabi;Gold;Mobileapp;25/05/2024
1541;35;FEMALE;Abu Dhabi;Silver;Store;29/11/2022
1542;20;MALE;Abu Dhabi;Gold;Mobileapp;02/02/2025
1543;40;MALE;Dubai;Platinum;Amazon.Ae;27/01/2021
1544;40;MALE;Dubai;Silver;Store;02/07/2023
1545;35;MALE;Dubai;Silver;Amazon.Ae;20/10/2025
1546;40;MALE;Dubai;Gold;Store;26/02/2022
1547;40;FEMALE;Sharjah;Silver;Website;04/11/2023
1548;35;FEMALE;Dubai;Platinum;Amazon.Ae;16/05/2022
1549;18;MALE;Dubai;Silver;Mobileapp;05/08/2025
1550;30;MALE;Dubai;Gold;Amazon.Ae;27/06/2023
1551;18;FEMALE;Abu Dhabi;Gold;Amazon.Ae;21/11/2021
1552;25;MALE;Abu Dhabi;Silver;Store;09/09/2024
1553;25;FEMALE;Abu Dhabi;Gold;Website;10/05/2025
1554;18;FEMALE;Sharjah;Silver;Store;23/09/2025
1555;25;FEMALE;Dubai;Silver;Store;12/10/2021
1556;20;MALE;Dubai;Silver;Store;18/01/2024
1557;40;FEMALE;Dubai;Silver;Mobileapp;05/12/2023
1558;50;MALE;Abu Dhabi;Gold;Website;26/07/2025
1559;18;FEMALE;Abu Dhabi;Platinum;Mobileapp;13/05/2022
1560;55;MALE;Abu Dhabi;Silver;Mobileapp;01/07/2023
1561;30;MALE;Abu Dhabi;Silver;Store;02/03/2025
1562;25;MALE;Abu Dhabi;Silver;Website;21/05/2025
1563;18;MALE;Sharjah;Gold;Store;11/08/2025
1564;30;FEMALE;Abu Dhabi;Platinum;Website;25/05/2021
1565;40;FEMALE;Abu Dhabi;Gold;Mobileapp;06/08/2023
1566;35;FEMALE;Dubai;Gold;Website;22/03/2025
1567;18;MALE;Abu Dhabi;Silver;Amazon.Ae;23/03/2021
1568;18;FEMALE;Sharjah;Silver;Mobileapp;07/09/2023
1569;25;MALE;Dubai;Gold;Website;17/07/2025
1570;25;FEMALE;Abu Dhabi;Gold;Mobileapp;05/04/2024
1571;20;FEMALE;Abu Dhabi;Gold;Store;03/02/2024
1572;25;MALE;Dubai;Gold;Store;03/05/2022
1573;40;FEMALE;Abu Dhabi;Gold;Store;26/08/2024
1574;50;MALE;Dubai;Gold;Store;23/03/2021
1575;25;MALE;Sharjah;Platinum;Store;04/04/2021
1576;50;MALE;Sharjah;Platinum;Noon;06/09/2024
1577;25;MALE;Dubai;Silver;Website;09/12/2021
1578;30;FEMALE;Dubai;Silver;Website;08/03/2023
1579;20;MALE;Abu Dhabi;Silver;Store;27/12/2021
1580;35;MALE;Dubai;Gold;Store;26/12/2023
1581;55;FEMALE;Dubai;Silver;Store;16/09/2022
1582;35;FEMALE;Abu Dhabi;Silver;Website;18/05/2023
1583;25;FEMALE;Dubai;Silver;Website;05/03/2022
1584;35;FEMALE;Dubai;Gold;Website;25/11/2024
1585;20;FEMALE;Sharjah;Silver;Website;20/06/2021
1586;45;MALE;Sharjah;Silver;Mobileapp;01/08/2022
1587;30;MALE;Abu Dhabi;Silver;Store;09/03/2021
1588;25;MALE;Sharjah;Gold;Mobileapp;24/02/2025
1589;30;MALE;Dubai;Silver;Website;24/11/2023
1590;35;FEMALE;Dubai;Silver;Website;01/01/2021
1591;18;MALE;Dubai;Gold;Store;31/05/2021
1592;35;FEMALE;Abu Dhabi;Silver;Store;21/06/2023
1593;20;MALE;Sharjah;Silver;Store;15/09/2021
1594;35;MALE;Abu Dhabi;Gold;Noon;20/01/2023
1595;40;MALE;Sharjah;Silver;Website;20/09/2022
1596;40;FEMALE;Abu Dhabi;Gold;Noon;31/05/2025
1597;30;FEMALE;Dubai;Silver;Website;06/03/2023
1598;30;FEMALE;Dubai;Silver;Store;19/01/2021
1599;20;MALE;Dubai;Gold;Website;04/02/2021
1600;40;FEMALE;Dubai;Gold;Store;06/01/2022
1601;25;MALE;Abu Dhabi;Silver;Amazon.Ae;06/05/2022
1602;30;MALE;Dubai;Silver;Mobileapp;28/03/2023
1603;25;FEMALE;Abu Dhabi;Gold;Mobileapp;18/06/2024
1604;20;MALE;Abu Dhabi;Gold;Website;07/01/2021
1605;35;FEMALE;Dubai;Silver;Website;03/07/2022
1606;18;MALE;Dubai;Gold;Noon;06/01/2022
1607;35;FEMALE;Dubai;Silver;Store;16/08/2025
1608;25;FEMALE;Dubai;Silver;Mobileapp;27/01/2023
1609;18;MALE;Sharjah;Silver;Website;27/06/2024
1610;30;FEMALE;Dubai;Silver;Noon;13/02/2024
1611;18;MALE;Abu Dhabi;Silver;Mobileapp;26/04/2025
1612;25;FEMALE;Sharjah;Silver;Noon;22/09/2024
1613;35;MALE;Sharjah;Silver;Website;28/07/2022
1614;18;MALE;Sharjah;Silver;Store;12/11/2022
1615;40;MALE;Dubai;Silver;Website;11/03/2024
1616;18;MALE;Dubai;Silver;Mobileapp;17/02/2025
1617;20;FEMALE;Dubai;Gold;Mobileapp;01/01/2025
1618;35;MALE;Dubai;Silver;Store;29/03/2021
1619;25;MALE;Sharjah;Gold;Website;08/04/2022
1620;20;MALE;Abu Dhabi;Silver;Store;08/12/2023
1621;25;MALE;Dubai;Silver;Amazon.Ae;26/04/2022
1622;25;FEMALE;Dubai;Silver;Store;03/04/2023
1623;40;FEMALE;Dubai;Platinum;Website;08/06/2022
1624;25;MALE;Abu Dhabi;Silver;Store;30/07/2021
1625;40;FEMALE;Abu Dhabi;Silver;Store;01/09/2021
1626;45;FEMALE;Sharjah;Gold;Amazon.Ae;27/08/2021
1627;25;MALE;Sharjah;Platinum;Store;05/05/2024
1628;50;FEMALE;Dubai;Platinum;Store;08/02/2023
1629;25;MALE;Dubai;Silver;Store;23/08/2021
1630;55;FEMALE;Dubai;Silver;Website;06/07/2021
1631;18;FEMALE;Dubai;Gold;Website;14/12/2022
1632;35;MALE;Sharjah;Silver;Store;27/06/2025
1633;30;FEMALE;Abu Dhabi;Gold;Website;06/08/2024
1634;25;FEMALE;Abu Dhabi;Gold;Store;29/05/2024
1635;35;MALE;Dubai;Gold;Amazon.Ae;12/05/2022
1636;35;FEMALE;Dubai;Silver;Mobileapp;28/02/2025
1637;18;MALE;Dubai;Silver;Noon;18/08/2024
1638;20;FEMALE;Abu Dhabi;Gold;Amazon.Ae;06/07/2021
1639;35;FEMALE;Abu Dhabi;Silver;Store;13/01/2025
1640;35;MALE;Dubai;Silver;Store;06/12/2024
1641;55;MALE;Abu Dhabi;Silver;Mobileapp;23/06/2025
1642;40;FEMALE;Sharjah;Silver;Store;25/07/2023
1643;55;MALE;Dubai;Silver;Store;22/06/2024
1644;35;MALE;Abu Dhabi;Gold;Store;09/11/2021
1645;25;MALE;Dubai;Silver;Website;30/03/2023
1646;20;MALE;Abu Dhabi;Silver;Website;28/02/2025
1647;40;MALE;Abu Dhabi;Silver;Store;22/01/2021
1648;35;MALE;Sharjah;Silver;Store;09/03/2021
1649;18;MALE;Dubai;Platinum;Mobileapp;27/01/2022
1650;25;FEMALE;Dubai;Gold;Store;01/09/2024
1651;55;MALE;Dubai;Silver;Noon;25/12/2023
1652;30;MALE;Dubai;Gold;Store;30/12/2022
1653;25;MALE;Abu Dhabi;Silver;Website;25/06/2022
1654;30;FEMALE;Sharjah;Platinum;Store;25/09/2025
1655;20;MALE;Dubai;Silver;Store;22/07/2022
1656;25;MALE;Dubai;Silver;Website;19/06/2023
1657;25;MALE;Dubai;Silver;Website;31/07/2021
1658;18;FEMALE;Dubai;Gold;Amazon.Ae;19/07/2021
1659;40;FEMALE;Dubai;Silver;Mobileapp;14/09/2023
1660;25;FEMALE;Dubai;Gold;Store;27/06/2021
1661;40;FEMALE;Abu Dhabi;Silver;Store;17/12/2024
1662;45;FEMALE;Dubai;Platinum;Store;20/07/2023
1663;20;MALE;Abu Dhabi;Silver;Store;16/08/2025
1664;35;FEMALE;Abu Dhabi;Platinum;Website;25/01/2025
1665;30;MALE;Dubai;Silver;Noon;13/02/2021
1666;45;FEMALE;Abu Dhabi;Silver;Website;25/12/2024
1667;20;FEMALE;Abu Dhabi;Platinum;Mobileapp;17/06/2021
1668;35;MALE;Abu Dhabi;Platinum;Website;14/10/2021
1669;35;MALE;Dubai;Gold;Mobileapp;10/12/2022
1670;25;MALE;Dubai;Silver;Store;03/12/2021
1671;20;FEMALE;Sharjah;Silver;Mobileapp;09/08/2022
1672;35;FEMALE;Abu Dhabi;Silver;Amazon.Ae;09/04/2024
1673;35;FEMALE;Dubai;Silver;Store;02/07/2021
1674;25;MALE;Dubai;Silver;Store;16/01/2021
1675;35;FEMALE;Dubai;Silver;Noon;28/02/2025
1676;25;FEMALE;Dubai;Gold;Mobileapp;23/05/2025
1677;35;FEMALE;Abu Dhabi;Gold;Store;06/06/2023
1678;20;MALE;Dubai;Silver;Website;17/04/2023
1679;45;MALE;Dubai;Silver;Store;27/04/2025
1680;25;FEMALE;Abu Dhabi;Silver;Website;20/04/2021
1681;25;FEMALE;Dubai;Gold;Store;26/04/2025
1682;18;FEMALE;Abu Dhabi;Silver;Store;02/11/2021
1683;20;MALE;Abu Dhabi;Gold;Website;07/09/2023
1684;30;MALE;Dubai;Silver;Mobileapp;06/01/2021
1685;25;FEMALE;Abu Dhabi;Silver;Amazon.Ae;23/04/2023
1686;40;MALE;Abu Dhabi;Gold;Store;13/09/2025
1687;18;FEMALE;Dubai;Gold;Mobileapp;20/07/2024
1688;25;MALE;Dubai;Silver;Store;27/12/2021
1689;25;MALE;Abu Dhabi;Silver;Store;23/04/2024
1690;18;FEMALE;Sharjah;Platinum;Amazon.Ae;18/10/2022
1691;20;FEMALE;Abu Dhabi;Silver;Website;29/01/2024
1692;25;MALE;Dubai;Gold;Store;19/01/2024
1693;30;MALE;Abu Dhabi;Gold;Store;11/09/2023
1694;25;FEMALE;Dubai;Gold;Website;23/06/2024
1695;30;MALE;Abu Dhabi;Silver;Mobileapp;16/06/2024
1696;30;FEMALE;Abu Dhabi;Silver;Noon;25/12/2022
1697;18;MALE;Abu Dhabi;Platinum;Mobileapp;10/01/2024
1698;30;FEMALE;Sharjah;Silver;Amazon.Ae;25/04/2021
1699;55;FEMALE;Abu Dhabi;Silver;Mobileapp;03/10/2021
1700;30;FEMALE;Abu Dhabi;Gold;Amazon.Ae;21/03/2021
1701;35;MALE;Dubai;Silver;Store;11/05/2025
1702;25;FEMALE;Sharjah;Gold;Amazon.Ae;28/06/2021
1703;40;MALE;Sharjah;Gold;Store;25/08/2024
1704;40;MALE;Dubai;Gold;Amazon.Ae;15/07/2022
1705;30;FEMALE;Dubai;Gold;Store;24/05/2022
1706;55;FEMALE;Dubai;Silver;Mobileapp;17/09/2021
1707;20;FEMALE;Abu Dhabi;Silver;Mobileapp;19/10/2021
1708;18;MALE;Abu Dhabi;Gold;Noon;04/06/2023
1709;40;MALE;Dubai;Silver;Mobileapp;18/10/2021
1710;40;MALE;Sharjah;Platinum;Store;26/06/2022
1711;20;FEMALE;Dubai;Gold;Website;03/02/2023
1712;25;FEMALE;Abu Dhabi;Silver;Store;23/12/2023
1713;18;MALE;Dubai;Gold;Store;17/08/2022
1714;25;FEMALE;Dubai;Silver;Store;29/11/2024
1715;40;MALE;Dubai;Silver;Store;06/08/2023
1716;30;MALE;Dubai;Gold;Website;25/04/2022
1717;25;MALE;Abu Dhabi;Gold;Amazon.Ae;10/09/2024
1718;25;MALE;Abu Dhabi;Silver;Amazon.Ae;16/01/2022
1719;18;MALE;Dubai;Silver;Store;01/09/2025
1720;25;FEMALE;Dubai;Silver;Store;06/11/2021
1721;35;MALE;Dubai;Silver;Store;28/09/2024
1722;55;FEMALE;Abu Dhabi;Silver;Store;21/08/2025
1723;40;MALE;Abu Dhabi;Silver;Store;07/02/2025
1724;18;FEMALE;Dubai;Gold;Store;16/12/2023
1725;45;FEMALE;Abu Dhabi;Platinum;Website;27/04/2023
1726;40;FEMALE;Dubai;Silver;Website;01/03/2022
1727;40;MALE;Sharjah;Silver;Website;11/03/2024
1728;30;FEMALE;Sharjah;Gold;Store;23/10/2022
1729;25;FEMALE;Abu Dhabi;Gold;Mobileapp;31/10/2024
1730;25;MALE;Sharjah;Platinum;Mobileapp;14/08/2021
1731;18;MALE;Sharjah;Silver;Store;06/02/2025
1732;20;MALE;Sharjah;Silver;Store;25/01/2021
1733;20;FEMALE;Abu Dhabi;Silver;Store;10/09/2025
1734;30;MALE;Dubai;Gold;Store;20/10/2024
1735;35;MALE;Dubai;Silver;Website;05/04/2021
1736;30;MALE;Dubai;Silver;Store;23/05/2022
1737;18;MALE;Abu Dhabi;Silver;Website;19/07/2022
1738;55;FEMALE;Dubai;Silver;Store;25/05/2025
1739;50;MALE;Dubai;Gold;Mobileapp;14/04/2024
1740;40;FEMALE;Dubai;Silver;Store;06/10/2022
1741;60;FEMALE;Dubai;Gold;Website;02/12/2024
1742;30;MALE;Abu Dhabi;Silver;Store;05/05/2022
1743;55;FEMALE;Sharjah;Silver;Store;04/04/2022
1744;18;MALE;Abu Dhabi;Silver;Amazon.Ae;07/12/2024
1745;25;FEMALE;Abu Dhabi;Silver;Website;20/06/2023
1746;20;MALE;Abu Dhabi;Silver;Store;04/12/2021
1747;20;FEMALE;Dubai;Gold;Website;21/08/2023
1748;20;MALE;Dubai;Gold;Website;16/09/2024
1749;35;MALE;Sharjah;Silver;Website;21/05/2024
1750;40;FEMALE;Dubai;Silver;Store;13/10/2025
1751;30;MALE;Dubai;Platinum;Amazon.Ae;11/12/2021
1752;20;FEMALE;Abu Dhabi;Silver;Store;30/07/2022
1753;40;MALE;Dubai;Silver;Store;20/04/2025
1754;35;FEMALE;Dubai;Silver;Store;28/03/2025
1755;25;MALE;Dubai;Gold;Mobileapp;01/08/2023
1756;35;FEMALE;Dubai;Silver;Amazon.Ae;12/12/2021
1757;25;MALE;Dubai;Silver;Mobileapp;25/06/2024
1758;25;MALE;Dubai;Silver;Mobileapp;06/07/2025
1759;50;MALE;Abu Dhabi;Silver;Noon;21/11/2021
1760;25;FEMALE;Sharjah;Silver;Website;12/04/2022
1761;30;MALE;Dubai;Gold;Mobileapp;01/04/2021
